CAD CDW ID,CAD Event Number,General Offense Number,Event Clearance Code,Event Clearance Description,Event Clearance SubGroup,Event Clearance Group,Event Clearance Date,Hundred Block Location,District/Sector,Zone/Beat,Census Tract,Longitude,Latitude,Incident Location,Initial Type Description,Initial Type Subgroup,Initial Type Group,At Scene Time
477577,11000355143,2011355143,063,THEFT - CAR PROWL,CAR PROWL,CAR PROWL,10/31/2011 06:56:00 PM,27XX BLOCK OF CALIFORNIA AVE SW,W,W1,9800.8005,-122.386659764,47.578324393,"(47.578324393, -122.386659764)",,,,
1495465,15000255440,2015255440,161,TRESPASS,TRESPASS,TRESPASS,07/25/2015 01:13:00 PM,6XX BLOCK OF 12 AV S,G,G1,9100.1024,-122.317229552,47.597079367,"(47.597079367, -122.317229552)",TRESPASS,TRESPASS,TRESPASS,07/25/2015 12:20:00 PM
66418,10000319823,2010319823,191,FELONY WARRANT SERVICE,WARRANT CALLS,ARREST,09/12/2010 03:25:00 PM,52XX BLOCK OF 26TH AVE S,R,R2,10400.2004,-122.299221908,47.555110991,"(47.555110991, -122.299221908)",,,,
1847048,16000358048,2016358048,460,TRAFFIC (MOVING) VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10/03/2016 06:35:03 AM,BOREN AV / PIKE ST,E,E3,8300.2014,-122.32891,47.613464,"(47.613464, -122.32891)",TRAFFIC STOP - OFFICER INITIATED ONVIEW,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,
980545,12000414479,2012414479,430,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,ACCIDENT INVESTIGATION,12/04/2012 10:00:00 PM,5 AV NE / NE 125 ST,N,N3,600.5002,-122.323593525,47.719483658,"(47.719483658, -122.323593525)",ACC - IP/JO - HIT AND RUN (NO KNOWN INJURIES),ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,12/04/2012 08:28:00 PM
1516003,15000280612,2015280612,065,THEFT - MISCELLANEOUS,THEFT,OTHER PROPERTY,08/13/2015 09:25:00 AM,3XX BLOCK OF MAYNARD AV S,K,K3,9200.1011,-122.325053769,47.599610399,"(47.599610399, -122.325053769)",THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,08/13/2015 05:52:00 AM
787238,12000129504,2012129504,063,THEFT - CAR PROWL,CAR PROWL,CAR PROWL,04/28/2012 05:22:00 AM,97XX BLOCK OF 8TH AVE NW,B,B1,1700.5000,-122.366051125,47.70071653,"(47.70071653, -122.366051125)",,,,
36130,10000276249,2010276249,250,"MISCHIEF, NUISANCE COMPLAINTS","NUISANCE, MISCHIEF COMPLAINTS","NUISANCE, MISCHIEF ",08/09/2010 01:53:00 AM,XX BLOCK OF S JACKSON ST,K,K3,9200.2024,-122.33481381,47.599205889,"(47.599205889, -122.33481381)",,,,
1802988,16000282502,2016282502,071,AUTO THEFT,AUTO THEFTS,AUTO THEFTS,08/05/2016 11:24:31 PM,1XX BLOCK OF NE NORTHLAKE WY,B,B3,5400.2007,-122.32738,47.653404,"(47.653404, -122.32738)",AUTO THEFT - VEH THEFT OR THEFT AND RECOVERY,AUTO THEFTS,AUTO RECOVERIES,
886162,12000288018,2012288018,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,08/28/2012 11:55:00 AM,12XX BLOCK OF UNIVERSITY ST,D,D3,8400.1025,-122.325431434,47.612175637,"(47.612175637, -122.325431434)",DOWN - CHECK FOR PERSON DOWN,PERSON DOWN/INJURY,CASUALTIES,08/28/2012 09:51:00 AM
746294,12000066663,201266663,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,03/04/2012 03:41:00 PM,102XX BLOCK OF AURORA AVE N,N,N2,1300.4013,-122.344670445,47.703059535,"(47.703059535, -122.344670445)",,,,
1643582,16000003319,20163319,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,01/04/2016 07:49:49 AM,16XX BLOCK OF 30 AV W,Q,Q1,5600.5038,-122.39571,47.634117,"(47.634117, -122.39571)","SUSPICIOUS PERSON, VEHICLE OR INCIDENT",SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,
582147,15000035505,201535505,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,01/31/2015 03:58:00 PM,46XX BLOCK OF 1 AV NE,B,B3,5100.1000,-122.328256607,47.663805524,"(47.663805524, -122.328256607)","DISTURBANCE, MISCELLANEOUS/OTHER",DISTURBANCES,DISTURBANCES,01/31/2015 03:49:00 PM
462190,11000332652,2011332652,201,ALARMS - RESIDENTIAL BURGLARY (FALSE),BURGLARY ALARMS (FALSE),FALSE ALARMS,10/10/2011 03:46:00 PM,1XX BLOCK OF 31ST AVE E,C,C3,7700.2000,-122.292332245,47.619518399,"(47.619518399, -122.292332245)",,,,
1057696,15000110347,2015110347,410,ABANDONED VEHICLE,PARKING VIOLATIONS,TRAFFIC RELATED CALLS,04/04/2015 08:28:00 PM,42 AV S / S BRIGHTON ST,S,S2,11101.4024,-122.28082418,47.541548664,"(47.541548664, -122.28082418)",ABANDONED VEHICLE,TRAFFIC RELATED CALLS,PARKING VIOLATIONS,
714373,12000019090,201219090,200,ALARMS - COMMERCIAL BURGLARY (FALSE),BURGLARY ALARMS (FALSE),FALSE ALARMS,01/21/2012 02:01:00 AM,15XX BLOCK OF 5TH AVE,K,K1,8100.2007,-122.336029062,47.611174928,"(47.611174928, -122.336029062)",,,,
1995135,17000164325,2017164325,053,BURGLARY - UNOCCUPIED STRUCTURE ON RESIDENTIAL PROPERTY,RESIDENTIAL BURGLARIES,BURGLARY,05/10/2017 05:21:44 PM,2XX BLOCK OF E GARFIELD ST,D,D3,6600.1024,-122.32504,47.633858,"(47.633858, -122.32504)",BURG - RES (INCL UNOCC STRUCTURES ON PROP),BURGLARY,RESIDENTIAL BURGLARIES,05/10/2017 04:17:13 PM
1322290,13000060746,201360746,450,DRIVING WHILE UNDER INFLUENCE (DUI),TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,02/22/2013 03:17:00 AM,ALASKAN WY VI SB / W SEATTLE BR ON,O,O2,9300.3042,-122.336956287,47.575179984,"(47.575179984, -122.336956287)",,,,
567704,11000151488,2011151488,063,THEFT - CAR PROWL,CAR PROWL,CAR PROWL,05/12/2011 04:24:00 PM,SENECA ST / WESTERN AV,M,M3,8100.1030,-122.338655897,47.605656933,"(47.605656933, -122.338655897)",,,,
1047180,15000094824,201594824,063,THEFT - CAR PROWL,CAR PROWL,CAR PROWL,03/23/2015 05:37:00 PM,14XX BLOCK OF E SPRUCE ST,G,G2,8600.3006,-122.313530317,47.603515258,"(47.603515258, -122.313530317)",TRU - THEFT,OTHER PROPERTY,THEFT,
1901279,16000455986,2016455986,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,12/20/2016 03:46:54 PM,100XX BLOCK OF COLLEGE WY N,N,N3,1300.1011,-122.334526,47.70233,"(47.70233, -122.334526)","SUSPICIOUS PERSON, VEHICLE OR INCIDENT",SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,12/20/2016 12:24:19 PM
607554,11000174063,2011174063,250,"MISCHIEF, NUISANCE COMPLAINTS","NUISANCE, MISCHIEF COMPLAINTS","NUISANCE, MISCHIEF ",06/01/2011 12:18:00 AM,35XX BLOCK OF S FERDINAND ST,R,R2,10300.4009,-122.287477897,47.557854798,"(47.557854798, -122.287477897)",,,,
1556752,15000330288,2015330288,177,LIQUOR VIOLATION - INTOXICATED PERSON,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,09/20/2015 07:24:00 PM,3XX BLOCK OF 2 AV S,K,K3,9200.2028,-122.330807499,47.600464242,"(47.600464242, -122.330807499)",DETOX - REQUEST FOR,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,
914079,12000329630,2012329630,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,09/27/2012 08:25:00 PM,2XX BLOCK OF 23RD AVE,G,G3,8800.4010,-122.302430485,47.6039171,"(47.6039171, -122.302430485)",,,,
1528337,15000295639,2015295639,192,MISDEMEANOR WARRANT SERVICE,WARRANT CALLS,ARREST,08/24/2015 01:17:00 PM,16XX BLOCK OF 3 AV,M,M2,8100.2002,-122.33912054,47.611201035,"(47.611201035, -122.33912054)",SUSPICIOUS STOP - OFFICER INITIATED ONVIEW,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,
1840958,16000347263,2016347263,450,DRIVING WHILE UNDER INFLUENCE (DUI),TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,09/24/2016 08:11:59 PM,RAINIER AV S / S HUDSON ST,R,R3,10300.5009,-122.28463,47.557037,"(47.557037, -122.28463)",DUI - DRIVING UNDER INFLUENCE,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,
824832,12000185557,2012185557,281,SUSPICIOUS VEHICLE,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,06/14/2012 10:16:00 AM,DENNY WY / VINE ST,M,M1,7200.2004,-122.345368011,47.618562356,"(47.618562356, -122.345368011)",,,,
389591,11000225891,2011225891,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,07/12/2011 05:09:00 PM,22 AV NW / BALLARD AV NW,J,J2,4700.5013,-122.384746485,47.667644159,"(47.667644159, -122.384746485)",,,,
673842,12000230633,2012230633,260,"ANIMALS - INJURED, DEAD, DANGEROUS",ANIMAL COMPLAINTS,ANIMAL COMPLAINTS,07/17/2012 11:04:00 PM,54XX BLOCK OF S BUDD CT,S,S2,11800.1004,-122.265345285,47.529810111,"(47.529810111, -122.265345285)",ANIMAL - DANGEROUS,ANIMAL COMPLAINTS,ANIMAL COMPLAINTS,
1613601,15000404321,2015404321,460,TRAFFIC (MOVING) VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,11/19/2015 01:24:05 PM,S COLUMBIAN WY / S ANGELINE ST,R,R1,10402.2001,-122.30788,47.560616,"(47.560616, -122.30788)",TRAFFIC STOP - OFFICER INITIATED ONVIEW,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,
97229,10000365131,2010365131,430,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,ACCIDENT INVESTIGATION,10/19/2010 01:09:00 AM,XX BLOCK OF RAYE ST,Q,Q2,6000.2002,-122.34884214,47.642941645,"(47.642941645, -122.34884214)",,,,
2236241,14000430358,2014430358,350,HAZARDS,HAZARDS,HAZARDS,12/31/2014 06:54:00 AM,EDGAR MARTINEZ DR S / 4 AV S,K,K3,9300.2027,-122.329051725,47.590310443,"(47.590310443, -122.329051725)",HAZ - POTENTIAL THRT TO PHYS SAFETY (NO HAZMAT),HAZARDS,HAZARDS,
415026,11000263246,2011263246,342,HARBOR - WATER EMERGENCIES,HARBOR CALLS,HARBOR CALLS,08/11/2011 06:43:00 PM,93XX BLOCK OF 51ST AVE NE,L,L3,900.2012,-122.273115719,47.6954703,"(47.6954703, -122.273115719)",,,,
488805,11000166626,2011166626,460,TRAFFIC (MOVING) VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,05/25/2011 02:22:00 PM,22XX BLOCK OF E ROANOKE ST,C,C3,6200.1013,-122.303415679,47.643159462,"(47.643159462, -122.303415679)",,,,
1865193,16000390389,2016390389,281,SUSPICIOUS VEHICLE,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,10/28/2016 01:27:38 PM,1 AV / UNIVERSITY ST,M,M1,8100.1001,-122.338196,47.606834,"(47.606834, -122.338196)",TRAFFIC - MOVING VIOLATION,TRAFFIC RELATED CALLS,PARKING VIOLATIONS,
799796,12000147662,2012147662,430,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,ACCIDENT INVESTIGATION,05/13/2012 09:22:00 PM,37 AV S / M L KING JR WY S,S,S1,10300.3010,-122.286444617,47.548076879,"(47.548076879, -122.286444617)",,,,
613256,11000180024,2011180024,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,06/05/2011 06:56:00 PM,11XX BLOCK OF NE 65TH ST,U,U1,2600.3008,-122.316510635,47.675822135,"(47.675822135, -122.316510635)",,,,
1691176,16000085302,201685302,372,PROPERTY - FOUND (FOLLOW UP TO SPD CASE),"PROPERTY - MISSING, FOUND","PROPERTY - MISSING, FOUND",03/10/2016 08:44:00 PM,9XX BLOCK OF JOHN ST,D,D3,7300.3015,-122.33782,47.6197,"(47.6197, -122.33782)",PROPERTY - FOUND,"PROPERTY - MISSING, FOUND","PROPERTY - MISSING, FOUND",
560702,11000144154,2011144154,281,SUSPICIOUS VEHICLE,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,05/06/2011 04:26:00 AM,RAINIER AV S / S BAYVIEW ST,O,O1,9500.5004,-122.300169226,47.580993645,"(47.580993645, -122.300169226)",,,,
1695611,16000093181,201693181,063,THEFT - CAR PROWL,CAR PROWL,CAR PROWL,03/17/2016 02:27:04 AM,10XX BLOCK OF WESTERN AV,K,K1,8100.1030,-122.33768,47.604588,"(47.604588, -122.33768)",THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,03/17/2016 12:23:51 AM
1822989,16000315309,2016315309,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,08/31/2016 09:24:26 AM,9 AV W / W FULTON ST,Q,Q2,5900.4007,-122.36938,47.645855,"(47.645855, -122.36938)",DOWN - CHECK FOR PERSON DOWN,PERSON DOWN/INJURY,CASUALTIES,
856305,12000235418,2012235418,051,"BURGLARY - RESIDENTIAL, OCCUPIED",RESIDENTIAL BURGLARIES,BURGLARY,07/21/2012 04:27:00 AM,42XX BLOCK OF SW MORGAN ST,W,W3,10600.3008,-122.38648364,47.544862862,"(47.544862862, -122.38648364)",,,,
400879,11000242740,2011242740,243,JUVENILE DISTURBANCE,DISTURBANCES,DISTURBANCES,07/26/2011 06:41:00 PM,27XX BLOCK OF 3RD AVE N,Q,Q2,6000.4015,-122.351346892,47.64498907,"(47.64498907, -122.351346892)",,,,
753182,12000077121,201277121,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,03/13/2012 09:11:00 PM,83XX BLOCK OF 8TH AVE S,F,F3,11200.2041,-122.322880148,47.528590284,"(47.528590284, -122.322880148)",,,,
834918,12000201742,2012201742,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,06/26/2012 10:36:00 PM,11XX BLOCK OF MADISON ST,D,D3,8300.1000,-122.324583879,47.609570173,"(47.609570173, -122.324583879)",,,,
747996,12000069156,201269156,250,"MISCHIEF, NUISANCE COMPLAINTS","NUISANCE, MISCHIEF COMPLAINTS","NUISANCE, MISCHIEF ",03/06/2012 07:44:00 PM,90XX BLOCK OF SEWARD PARK AVE S,S,S3,11800.6013,-122.264496398,47.522408654,"(47.522408654, -122.264496398)",,,,
1680688,16000067335,201667335,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,02/25/2016 09:38:57 AM,11 AV / E UNION ST,E,E2,7500.4018,-122.31812,47.61293,"(47.61293, -122.31812)",PARKING VIOLATION (EXCEPT ABANDONED CAR),TRAFFIC RELATED CALLS,PARKING VIOLATIONS,
2156030,14000313393,2014313393,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,09/19/2014 04:26:00 AM,6XX BLOCK OF S JACKSON ST,K,K2,9100.2003,-122.325707862,47.59919176,"(47.59919176, -122.325707862)",SUSPICIOUS STOP - OFFICER INITIATED ONVIEW,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,
816537,12000173039,2012173039,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,06/04/2012 05:00:00 AM,111XX BLOCK OF ROOSEVELT WAY NE,L,L2,1200.1005,-122.323310651,47.722999355,"(47.722999355, -122.323310651)",,,,
774647,12000110538,2012110538,465,PEDESTRIAN VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,04/11/2012 08:05:00 PM,11 AV / E PINE ST,C,C2,7500.4006,-122.318162755,47.615251761,"(47.615251761, -122.318162755)",,,,
1620462,15000415469,2015415469,282,"SUSPICIOUS CIRCUMSTANCES - BUILDING (OPEN DOOR, ETC.)",SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,11/30/2015 01:41:49 AM,4XX BLOCK OF NE 85 ST,L,L2,2700.1002,-122.32367,47.690403,"(47.690403, -122.32367)","SUSPICIOUS PERSON, VEHICLE OR INCIDENT",SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,11/29/2015 07:59:50 PM
761833,12000090815,201290815,170,"RECKLESS ENDANGERMENT, LITTERING, PARKS CODE VIOLATIONS",MISCELLANEOUS MISDEMEANORS,MISCELLANEOUS MISDEMEANORS,03/25/2012 07:45:00 PM,6XX BLOCK OF 5TH AVE N,D,D1,7200.1007,-122.347567924,47.624992209,"(47.624992209, -122.347567924)",,,,
1751913,16000194374,2016194374,161,TRESPASS,TRESPASS,TRESPASS,06/02/2016 01:12:21 PM,27XX BLOCK OF BEACON AV S,R,R1,10002.1000,-122.31221,47.579292,"(47.579292, -122.31221)",FIGHT - IP - PHYSICAL (NO WEAPONS),DISTURBANCES,DISTURBANCES,06/02/2016 11:39:27 AM
908011,12000321186,2012321186,430,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,ACCIDENT INVESTIGATION,09/21/2012 08:44:00 PM,28XX BLOCK OF RAINIER AVE S,R,R2,10000.1009,-122.297836426,47.577937946,"(47.577937946, -122.297836426)",INJURED - IP/JO - PERSON/INDUSTRIAL ACCIDENT,PERSON DOWN/INJURY,PERSON DOWN/INJURY,09/21/2012 06:40:00 PM
2011628,17000194307,2017194307,201,ALACAD - RESIDENTIAL BURGLARY (FALSE),BURGLARY ALACAD (FALSE),FALSE ALACAD,06/01/2017 12:43:40 AM,85XX BLOCK OF 16 AV SW,F,F3,11300.4016,-122.35507,47.52698,"(47.52698, -122.35507)","ALARM - RESIDENTIAL - BURGLARY, SILENT/AUDIBLE",ALACAD,SUSPICIOUS CIRCUMSTANCES,
1120139,15000199023,2015199023,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,06/14/2015 02:33:00 AM,NE 123 ST / 40 AV NE,L,L3,800.1008,-122.285302371,47.717359088,"(47.717359088, -122.285302371)","NARCOTICS - VIOLATIONS (LOITER, USE, SELL, NARS)",NARCOTICS COMPLAINTS,NARCOTICS COMPLAINTS,
132174,10000416288,2010416288,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,12/02/2010 06:15:00 PM,86XX BLOCK OF ROOSEVELT WAY NE,U,U1,1900.2008,-122.317609654,47.691734988,"(47.691734988, -122.317609654)",,,,
2186564,14000358195,2014358195,177,LIQUOR VIOLATION - INTOXICATED PERSON,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,10/26/2014 12:52:00 AM,3XX BLOCK OF 2 AV S,K,K2,9200.2021,-122.330807499,47.600464242,"(47.600464242, -122.330807499)",DETOX - REQUEST FOR,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,
1893579,16000441793,2016441793,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,12/08/2016 07:55:46 PM,16 AV E / E HIGHLAND DR,C,C1,6400.2001,-122.31124,47.630634,"(47.630634, -122.31124)",DOWN - CHECK FOR PERSON DOWN,PERSON DOWN/INJURY,CASUALTIES,
1515542,15000280286,2015280286,361,FOUND PERSON,"PERSONS - LOST, FOUND, MISSING","PERSONS - LOST, FOUND, MISSING",08/12/2015 09:21:00 PM,4XX BLOCK OF 5 AV N,Q,Q3,7100.2001,-122.347587204,47.622658832,"(47.622658832, -122.347587204)",FOUND - PERSON,"PERSONS - LOST, FOUND, MISSING","PERSONS - LOST, FOUND, MISSING",
65639,10000318577,2010318577,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,09/11/2010 12:40:00 PM,74XX BLOCK OF E GREEN LAKE DR N,J,J1,3600.2007,-122.328435433,47.682253786,"(47.682253786, -122.328435433)",,,,
2024804,17000220230,2017220230,161,TRESPASS,TRESPASS,TRESPASS,06/19/2017 05:29:17 AM,4XX BLOCK OF BROADWAY E,E,E1,7401.2004,-122.320915,47.62256,"(47.62256, -122.320915)","DISTURBANCE, MISCELLANEOUS/OTHER",DISTURBANCES,DISTURBANCES,06/19/2017 04:46:39 AM
2095798,14000210130,2014210130,141,LEWD CONDUCT,LIQUOR VIOLATIONS,LEWD CONDUCT,07/01/2014 02:02:00 AM,15XX BLOCK OF 17 AV,G,G1,7900.4005,-122.310156882,47.614690267,"(47.614690267, -122.310156882)",THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,06/30/2014 12:14:00 PM
1037501,15000080936,201580936,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,03/11/2015 11:20:00 PM,92XX BLOCK OF 4 AV NW,J,J1,1702.4011,-122.362031302,47.696952347,"(47.696952347, -122.362031302)",BURG - RES (INCL UNOCC STRUCTURES ON PROP),BURGLARY,RESIDENTIAL BURGLARIES,
1114502,15000190874,2015190874,052,BURGLARY - COMMERCIAL,COMMERCIAL BURGLARIES,BURGLARY,06/08/2015 12:55:00 PM,108XX BLOCK OF LAKE CITY WY NE,L,L3,1100.1015,-122.301545932,47.707567303,"(47.707567303, -122.301545932)",THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,
946786,12000372007,2012372007,430,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,ACCIDENT INVESTIGATION,10/30/2012 01:26:00 PM,42XX BLOCK OF 24TH AVE W,Q,Q1,5801.4021,-122.387471998,47.658545621,"(47.658545621, -122.387471998)",PROPERTY - DAMAGE,PROPERTY DAMAGE,PROPERTY DAMAGE,10/30/2012 12:06:00 PM
445725,11000308274,2011308274,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,09/18/2011 10:11:00 AM,2 AV / PIKE ST,K,K1,8100.2010,-122.338906798,47.60928404,"(47.60928404, -122.338906798)",,,,
1874266,16000406388,2016406388,177,LIQUOR VIOLATION - INTOXICATED PERSON,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,11/09/2016 10:18:39 PM,E PINE ST / BELLEVUE AV,E,E1,8400.3004,-122.326805,47.615215,"(47.615215, -122.326805)",DETOX - REQUEST FOR,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,
773191,12000108310,2012108310,220,MENTAL COMPLAINT,MENTAL CALL,MENTAL HEALTH,04/09/2012 11:41:00 PM,BROADWAY E / E REPUBLICAN ST,E,E1,7400.2000,-122.320926451,47.623126341,"(47.623126341, -122.320926451)",,,,
806571,12000157967,2012157967,430,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,ACCIDENT INVESTIGATION,05/22/2012 06:53:00 PM,41 AV SW / SW OREGON ST,W,W2,9800.5014,-122.384137265,47.562873404,"(47.562873404, -122.384137265)",,,,
1811732,16000297632,2016297632,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,08/17/2016 12:28:13 PM,22XX BLOCK OF 1 AV,D,D1,8001.2008,-122.34586,47.61299,"(47.61299, -122.34586)","PANHANDLING, AGGRESSIVE",DISTURBANCES,DISTURBANCES,
1702779,16000105619,2016105619,242,FIGHT DISTURBANCE,DISTURBANCES,DISTURBANCES,03/27/2016 09:10:21 AM,M L KING JR WY S / S GRAHAM ST,S,S1,11001.2000,-122.28564,47.546055,"(47.546055, -122.28564)",FIGHT - IP - PHYSICAL (NO WEAPONS),DISTURBANCES,DISTURBANCES,03/27/2016 06:36:59 AM
793711,12000139239,2012139239,065,THEFT - MISCELLANEOUS,THEFT,OTHER PROPERTY,05/06/2012 03:40:00 PM,19XX BLOCK OF 9TH AVE,D,D2,7300.2009,-122.335086056,47.616000937,"(47.616000937, -122.335086056)",,,,
686933,11000396115,2011396115,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,12/10/2011 12:15:00 AM,2XX BLOCK OF W PROSPECT ST,Q,Q3,7000.6000,-122.359887423,47.628725578,"(47.628725578, -122.359887423)",,,,
731293,12000044222,201244222,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,02/13/2012 01:03:00 PM,80XX BLOCK OF FAUNTLEROY WAY SW,W,W3,11600.5000,-122.39270709,47.523210866,"(47.523210866, -122.39270709)",,,,
1822195,16000313906,2016313906,460,TRAFFIC (MOVING) VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,08/30/2016 06:22:00 AM,I5 / MERCER ST,D,D3,7300.1004,-122.33429,47.62454,"(47.62454, -122.33429)",TRAFFIC STOP - OFFICER INITIATED ONVIEW,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,
911288,12000325497,2012325497,250,"MISCHIEF, NUISANCE COMPLAINTS","NUISANCE, MISCHIEF COMPLAINTS","NUISANCE, MISCHIEF",09/25/2012 12:17:00 AM,4XX BLOCK OF N 36TH ST,J,J2,4900.3005,-122.353942896,47.652125425,"(47.652125425, -122.353942896)",,,,
1895877,16000445836,2016445836,201,ALACAD - RESIDENTIAL BURGLARY (FALSE),BURGLARY ALACAD (FALSE),FALSE ALACAD,12/12/2016 10:59:41 AM,55XX BLOCK OF 26 AV S,S,S1,10401.2015,-122.29879,47.55169,"(47.55169, -122.29879)","ALARM - RESIDENTIAL - BURGLARY, SILENT/AUDIBLE",ALACAD,SUSPICIOUS CIRCUMSTANCES,
389889,11000226330,2011226330,244,NOISE DISTURBANCE,DISTURBANCES,DISTURBANCES,07/13/2011 03:19:00 AM,60XX BLOCK OF S HAZEL ST,S,S3,11900.3014,-122.257761218,47.504378798,"(47.504378798, -122.257761218)",,,,
1100814,15000170741,2015170741,200,ALARMS - COMMERCIAL BURGLARY (FALSE),BURGLARY ALARMS (FALSE),FALSE ALARMS,05/24/2015 01:18:00 PM,10XX BLOCK OF 1 AV,K,K1,8100.1027,-122.33656468,47.605051663,"(47.605051663, -122.33656468)","ALARM - COMM, HOLD-UP/PANIC (EXCEPT BANKS)",ALARMS,SUSPICIOUS CIRCUMSTANCES,
1937253,17000049265,201749265,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,02/10/2017 12:26:48 AM,26XX BLOCK OF 13 AV W,Q,Q2,5900.4017,-122.37322,47.64416,"(47.64416, -122.37322)",PARKING VIOLATION (EXCEPT ABANDONED CAR),TRAFFIC RELATED CALLS,PARKING VIOLATIONS,02/10/2017 12:24:24 AM
1212106,11000049384,201149384,177,LIQUOR VIOLATION - INTOXICATED PERSON,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,02/10/2011 11:35:00 PM,3 AV / PINE ST,M,M2,8100.2004,-122.338701658,47.610742764,"(47.610742764, -122.338701658)",,,,
