psraid,sample,int_date,state,sex,"[Q1] Overall, how would you rate your community as a place to live? Would you say it is","[Q3] Overall, how would you rate the economy in your community today? ","[eminuse] Do you use the internet or email, at least occasionally? ","[intmob] Do you access the internet on a cell phone, tablet or other mobile handheld device, at least occasionally?",[intfreq] About how often do you use the internet?,[home4nw] Do you currently subscribe to internet service at HOME? ,"[device1a] Next, do you have a cell phone, or not? ",smartphone,[q5a] Please tell me if you ever use your cell phone to do any of the following things. Do you ever use your cell phone to Participate in a video call or video chat?,"[q5b] Buy a product online, such as books, music, toys or clothing","[q5c] Get directions, recommendations, or other information related to your location",[q5d] Get sports scores or analysis ,[q5e] Watch movies or TV shows through a paid subscription service like NetFlix or Hulu Plus ,"[q5f] Listen to an online radio or music service, such as Pandora or Spotify","[date1a] Have YOU, personally, ever used an online dating site such as Match.com, eHarmony, or OK Cupid?",[date2a] Have you ever used a dating app on your cell phone? ,[date3a] Do you personally know anyone who has Used an online dating site or app?,[date3b] Do you personally know anyone who has been in a long-term relationship with or married someone they met through an online dating site or app?,[date4a] Online dating is a good way to meet people,[date4b] Online dating allows people to find a better match for themselves because they can get to know a lot more people,[date4c] People who use online dating sites are desperate,[date4d] Online dating keeps people from settling down because they always have options for people to date,[date4e] Online dating is easier and more efficient than other ways of meeting people ,[date4f] Online dating is more dangerous than other ways of meeting people ,age,"[marital] Are you currently married, living with a partner, divorced, separated, widowed, or have you never been married? ","[hh1] How many adults age 18 and over currently live in your household, INCLUDING YOURSELF?",[educ2] What is the highest level of school you have completed or the highest degree you have received?,"[party] In politics TODAY, do you consider yourself a Republican, Democrat, or independent?","[ideo] In general, would you describe your political views as ",income,zipcode
100396,1,61115,48,Female,1,1,1,2,1,1,Yes,"Yes, smartphone", , , ,No,No,No,No,No,Yes,Yes,DISAGREE,DISAGREE,DISAGREE,DISAGREE,DISAGREE,AGREE,61,Never been married,1,"Postgraduate or professional degree, including masterÍs, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",Democrat,"Liberal, OR","75 to under $100,000",78730
100399,1,62215,8,Female,2,2,2,1,8,2,Yes,"No, not a smartphone", , , ,No,No,No,No, ,No,No,DISAGREE,DISAGREE,DISAGREE,DON'T KNOW,DON'T KNOW,DON'T KNOW,87,Widowed,1,"Some college, no degree (includes some community college)",(VOL.) No preference,Conservative,(VOL.) Don't know,80222
100401,1,61115,46,Male,1,2,2,1,9,2,No, , , , , , , ,No, ,No,No,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,AGREE,91,Married,2,"Some college, no degree (includes some community college)",Republican,"Liberal, OR","20 to under $30,000",57783
100408,1,61115,15,Female,1,2,1,1,2,1,Yes,"Yes, smartphone",Yes,No,Yes, , , ,No,No,No,No,8,AGREE,DISAGREE,DISAGREE,AGREE,DON'T KNOW,54,Married,3,Two year associate degree from a college or university,Republican,Conservative,"$150,000 or more",96743
100419,1,61115,35,Female,2,2,1,1,2,1,Yes,"Yes, smartphone",Yes,Yes,Yes, , , ,No,No,No,No,AGREE,DISAGREE,DISAGREE,AGREE,AGREE,DISAGREE,51,Divorced,3,"Four year college or university degree/BachelorÍs degree (e.g., BS, BA, AB)",Democrat,"Liberal, OR","50 to under $75,000",87059
100435,1,61115,48,Male,2,2,1,1,2,1,Yes,"Yes, smartphone", , , ,No,No,No,No,No,No,No,DISAGREE,DISAGREE,AGREE,DISAGREE,DISAGREE,AGREE,58,Married,2,High school graduate (Grade 12 with diploma or GED certificate),Independent,Moderate,"100 to under $150,000",77407
100439,1,61915,55,Female,2,3,2,2, , ,Yes,Not sure/Don't know,No,No,No, , , , , ,No,No,AGREE,AGREE,DISAGREE,DON'T KNOW,DON'T KNOW,AGREE,88,Widowed,1,"Four year college or university degree/BachelorÍs degree (e.g., BS, BA, AB)",Independent,Moderate,(VOL.) Refused,53403
100441,1,61115,29,Male,2,2,1,1,2,1,Yes,"Yes, smartphone",No,No,No, , , ,Yes,No,No,No,AGREE,DISAGREE,DISAGREE,DISAGREE,DISAGREE,AGREE,34,Never been married,1,"Four year college or university degree/BachelorÍs degree (e.g., BS, BA, AB)",Republican,Conservative,"30 to under $40,000",63068
100443,1,61115,6,Male,1,1,1,1,2,1,Yes,"Yes, smartphone",Yes,Yes,Yes, , , ,Yes,No,Yes,Yes,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,DISAGREE,55,Married,2,"Postgraduate or professional degree, including masterÍs, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",Democrat,Very liberal?,"100 to under $150,000",90265
100444,1,61115,6,Male,2,3,1,1,2,1,Yes,"Yes, smartphone", , , ,Yes,No,Yes,No,No,Yes,Yes,AGREE,DISAGREE,DISAGREE,DISAGREE,AGREE,DISAGREE,61,Married,2,"Four year college or university degree/BachelorÍs degree (e.g., BS, BA, AB)",Democrat,Moderate,"100 to under $150,000",92801
100462,1,61915,53,Male,1,3,1,2,3,1,Yes,"Yes, smartphone", , , ,No,No,No,No,No,No,No,AGREE,DISAGREE,AGREE,AGREE,DISAGREE,AGREE,73,Married,2,"Postgraduate or professional degree, including masterÍs, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",Republican,Conservative,"50 to under $75,000",99206
100463,1,62315,6,Female,1,2,1,1,2,1,Yes,"Yes, smartphone", , , ,No,No,No,Yes,No,No,Yes,AGREE,DISAGREE,DISAGREE,DISAGREE,DISAGREE,AGREE,51,Divorced,1,Two year associate degree from a college or university,(VOL.) No preference,(VOL.) Refused,"10 to under $20,000",92688
100468,1,61215,37,Male,1,2,1,2,3,1,Yes,"Yes, smartphone",No,No,Yes, , , ,Yes,No,Yes,Yes,DISAGREE,DISAGREE,DISAGREE,DISAGREE,DISAGREE,AGREE,67,Divorced,2,"Four year college or university degree/BachelorÍs degree (e.g., BS, BA, AB)",Independent,Moderate,"Less than $10,000",28387
100470,1,61215,42,Female,1,2,2,2, , ,No, , , , , , , , , ,No,No,DISAGREE,AGREE,DON'T KNOW,AGREE,DISAGREE,AGREE,72,Never been married,1,"Some college, no degree (includes some community college)",Republican,"Liberal, OR","30 to under $40,000",18509
100472,1,61915,51,Female,1,1,1,1,2,1,Yes,"No, not a smartphone",No,No,No, , , ,No, ,Yes,Yes,AGREE,AGREE,AGREE,DISAGREE,AGREE,DISAGREE,36,Married,2,Two year associate degree from a college or university,Republican,"Liberal, OR","75 to under $100,000",22407
100474,1,61915,39,Female,2,2,2,2, , ,Yes,"No, not a smartphone",No,No,No, , , , , ,No,No,DISAGREE,DISAGREE,DON'T KNOW,AGREE,DISAGREE,AGREE,72,#N/A,9,High school graduate (Grade 12 with diploma or GED certificate),Democrat,Very conservative,(VOL.) Refused,44311
100475,1,61215,39,Male,1,2,2,2, , ,Yes,"No, not a smartphone",No,No,No, , , , , ,No,No,DISAGREE,DISAGREE,AGREE,DON'T KNOW,DISAGREE,AGREE,68,Married,2,Two year associate degree from a college or university,Independent,Conservative,"40 to under $50,000",45631
100477,1,61215,12,Male,2,3,1,2,2,1,Yes,"No, not a smartphone", , , ,No,No,No,No, ,No,No,AGREE,AGREE,DISAGREE,AGREE,DON'T KNOW,AGREE,77,Married,2,High school incomplete (Grades 9-11 or Grade 12 with NO diploma),Republican,Conservative,"30 to under $40,000",32828
100479,1,61915,34,Female,1,2,1,1,1,1,Yes,"Yes, smartphone", , , ,No,No,No,No,No,No,No,DISAGREE,DISAGREE,AGREE,DON'T KNOW,DISAGREE,AGREE,82,Widowed,1,"Postgraduate or professional degree, including masterÍs, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",Democrat,"Liberal, OR","75 to under $100,000",8080
100483,1,61215,51,Female,1,3,1,1,4,1,Yes,"No, not a smartphone",No,No,No, , , ,No, ,No,No,DISAGREE,DISAGREE,AGREE,DISAGREE,DISAGREE,AGREE,73,Divorced,3,High school graduate (Grade 12 with diploma or GED certificate),Independent,Moderate,"75 to under $100,000",22408
100484,1,62315,37,Male,2,3,2,2, , ,Yes,"No, not a smartphone",No,No,No, , , , , ,No,No,DISAGREE,DISAGREE,AGREE,AGREE,DISAGREE,AGREE,60,Married,2,High school graduate (Grade 12 with diploma or GED certificate),Republican,Moderate,"50 to under $75,000",28659
100490,1,61215,23,Female,2,4,1,2,5,2,Yes,"No, not a smartphone",No,No,No, , , ,No, ,No,No,DISAGREE,DISAGREE,DISAGREE,DISAGREE,DISAGREE,AGREE,60,Married,2,Two year associate degree from a college or university,Independent,Conservative,"20 to under $30,000",4426
100494,1,61215,12,Female,2,2,1,2,5,1,Yes,Not sure/Don't know, , , ,No,No,No,No, ,No,No,DISAGREE,DISAGREE,AGREE,DISAGREE,DISAGREE,AGREE,80,Widowed,9,"Four year college or university degree/BachelorÍs degree (e.g., BS, BA, AB)",Republican,Moderate,(VOL.) Don't know,32955
100512,1,70215,21,Female,1,4,1,2,3,1,Yes,"No, not a smartphone", , , ,No,No,No,No, ,No,No,AGREE,AGREE,DISAGREE,DISAGREE,DISAGREE,AGREE,63,Married,3,"Some college, no degree (includes some community college)",Democrat,Very conservative,"30 to under $40,000",41653
100520,1,61215,17,Male,2,2,1,1,1,1,Yes,"Yes, smartphone", , , ,Yes,No,No,No,No,No,No,DISAGREE,DISAGREE,DON'T KNOW,DON'T KNOW,DISAGREE,REFUSED,56,Married,2,"Postgraduate or professional degree, including masterÍs, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",Democrat,Moderate,"$150,000 or more",60626
100528,1,62715,13,Female,1,2,2,2, , ,Yes,"No, not a smartphone",No,No,No, , , , , ,No,No,AGREE,DISAGREE,AGREE,DON'T KNOW,AGREE,AGREE,83,Widowed,1,Two year associate degree from a college or university,Republican,Very liberal?,"20 to under $30,000",30809
100530,1,61215,51,Male,1,2,2,2, , ,Yes,"No, not a smartphone",No,No,No, , , , , ,No,No,DISAGREE,DISAGREE,AGREE,DON'T KNOW,DISAGREE,AGREE,73,Widowed,1,"Some college, no degree (includes some community college)",Republican,Moderate,(VOL.) Refused,24153
100533,1,62315,36,Female,1,2,1,1,3,1,Yes,"Yes, smartphone", , , ,No,No,No,No,No,8,8,8,DON'T KNOW,DON'T KNOW,DON'T KNOW,DON'T KNOW,DON'T KNOW,44,Married,2,"Postgraduate or professional degree, including masterÍs, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",(VOL.) Refused,Moderate,"$150,000 or more",12065
100535,1,61915,51,Male,2,2,1,1,2,1,Yes,"Yes, smartphone", , , ,Yes,Yes,Yes,No,No,Yes,No,AGREE,AGREE,DISAGREE,DISAGREE,DISAGREE,DISAGREE,62,Married,2,"Postgraduate or professional degree, including masterÍs, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",Independent,Very liberal?,"$150,000 or more",20155
100537,1,62015,17,Male,2,2,1,1,1,1,Yes,"Yes, smartphone",Yes,Yes,Yes, , , ,No,No,Yes,Yes,DISAGREE,AGREE,DON'T KNOW,DISAGREE,DISAGREE,AGREE,59,Married,2,"Four year college or university degree/BachelorÍs degree (e.g., BS, BA, AB)",Republican,Conservative,"$150,000 or more",60124
100545,1,62015,39,Female,1,2,1,1,2,1,Yes,"Yes, smartphone",Yes,No,Yes, , , ,No,No,Yes,No,8,DON'T KNOW,DON'T KNOW,DON'T KNOW,DON'T KNOW,DON'T KNOW,72,Widowed,1,"Postgraduate or professional degree, including masterÍs, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",(VOL.) No preference,Conservative,(VOL.) Refused,44432
100551,1,61215,39,Female,2,2,1,1,2,1,Yes,"Yes, smartphone",Yes,No,Yes, , , ,No,No,No,No,DISAGREE,AGREE,DISAGREE,DISAGREE,AGREE,AGREE,46,Married,2,"Postgraduate or professional degree, including masterÍs, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",Independent,Moderate,"75 to under $100,000",44039
100557,1,62115,36,Female,2,2,1,2,4,1,Yes,"No, not a smartphone",No,No,No, , , ,No, ,No,No,DISAGREE,DISAGREE,DISAGREE,AGREE,DISAGREE,AGREE,80,Never been married,1,"Postgraduate or professional degree, including masterÍs, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",Republican,Moderate,"$150,000 or more",10573
100559,1,61215,26,Female,2,4,2,2, , ,Yes,"No, not a smartphone", , , ,No,No,No, , ,Yes,Yes,AGREE,DISAGREE,DISAGREE,DISAGREE,AGREE,AGREE,99,#N/A,1,"Some college, no degree (includes some community college)",(VOL.) No preference,Moderate,"30 to under $40,000",48910
100566,1,61915,39,Female,2,8,2,2, , ,Yes,"No, not a smartphone", , , ,No,No,No, , ,No,No,DISAGREE,DISAGREE,AGREE,DON'T KNOW,DISAGREE,REFUSED,85,Living with a partner,1,High school graduate (Grade 12 with diploma or GED certificate),Independent,"Liberal, OR",(VOL.) Refused,44312
100576,1,61215,39,Female,2,2,2,2, , ,No, , , , , , , , , ,No,No,AGREE,AGREE,DISAGREE,AGREE,AGREE,AGREE,72,Widowed,1,High school graduate (Grade 12 with diploma or GED certificate),(VOL.) Don't know,Conservative,"10 to under $20,000",44820
100578,1,62715,42,Male,1,2,1,1,5,1,Yes,"Yes, smartphone", , , ,No,No,Yes,No,No,No,No,AGREE,DISAGREE,DISAGREE,DISAGREE,AGREE,AGREE,18,Never been married,3,High school graduate (Grade 12 with diploma or GED certificate),Independent,Moderate,(VOL.) Don't know,16668
100579,1,61215,21,Male,2,2,1,2,1,1,Yes,"No, not a smartphone",No,No,Yes, , , ,No, ,Yes,Yes,AGREE,DISAGREE,DON'T KNOW,DISAGREE,AGREE,DISAGREE,33,Never been married,3,"Postgraduate or professional degree, including masterÍs, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",Republican,Conservative,"50 to under $75,000",40701
100580,1,61215,9,Female,2,8,1,1,2,1,Yes,"No, not a smartphone", , , ,No,No,No,No, ,No,No,DISAGREE,DISAGREE,DISAGREE,DISAGREE,AGREE,DISAGREE,65,Married,2,"Postgraduate or professional degree, including masterÍs, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",Independent,"Liberal, OR","$150,000 or more",6611
100581,1,70515,5,Male,1,3,2,2, , ,Yes,"No, not a smartphone",No,No,No, , , , , ,No,No,DISAGREE,DISAGREE,DISAGREE,DISAGREE,DISAGREE,DISAGREE,66,Married,2,High school graduate (Grade 12 with diploma or GED certificate),Independent,Conservative,(VOL.) Don't know,72802
100583,1,61215,48,Female,1,3,1,1,4,1,Yes,"No, not a smartphone", , , ,No,No,No,No, ,No,No,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,DISAGREE,56,Divorced,2,High school graduate (Grade 12 with diploma or GED certificate),Republican,Moderate,"Less than $10,000",75654
100589,1,61215,39,Male,1,3,2,2, , ,No, , , , , , , , , ,No,No,DISAGREE,DISAGREE,AGREE,AGREE,DISAGREE,AGREE,70,Married,2,"Four year college or university degree/BachelorÍs degree (e.g., BS, BA, AB)",Independent,"Liberal, OR","30 to under $40,000",45140
100596,1,61215,46,Male,2,2,1,2,2,1,No, , , , , , , ,No, ,Yes,No,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,74,Never been married,1,"Four year college or university degree/BachelorÍs degree (e.g., BS, BA, AB)",Republican,Moderate,"30 to under $40,000",57106
100597,1,62015,48,Female,1,3,2,1,4,2,No, , , , , , , ,No, ,No,No,DISAGREE,DISAGREE,DISAGREE,AGREE,DISAGREE,AGREE,83,Widowed,1,High school graduate (Grade 12 with diploma or GED certificate),Democrat,Conservative,"Less than $10,000",79903
100600,1,61215,45,Female,1,1,2,2, , ,No, , , , , , , , , ,8,No,DISAGREE,DISAGREE,AGREE,AGREE,DISAGREE,AGREE,88,Divorced,2,"Some college, no degree (includes some community college)",(VOL.) Other party,Conservative,(VOL.) Don't know,29605
100601,1,62315,48,Female,2,3,1,2,4,2,Yes,"No, not a smartphone",No,No,No, , , ,No, ,No,No,DISAGREE,DISAGREE,AGREE,DISAGREE,DISAGREE,AGREE,75,Married,2,High school graduate (Grade 12 with diploma or GED certificate),Republican,Conservative,(VOL.) Refused,75704
100605,1,61215,39,Male,2,3,2,2, , ,No, , , , , , , , , ,No,No,AGREE,AGREE,AGREE,DISAGREE,AGREE,DISAGREE,60,Married,5,High school graduate (Grade 12 with diploma or GED certificate),Independent,"Liberal, OR","20 to under $30,000",44672
100607,1,61215,29,Female,3,4,1,1,5,1,Yes,"Yes, smartphone",No,No,No, , , ,No,No,No,No,DISAGREE,DISAGREE,DISAGREE,REFUSED,DISAGREE,AGREE,51,Married,2,Two year associate degree from a college or university,Republican,Very conservative,"30 to under $40,000",64402
100613,1,61215,42,Female,1,8,1,1,5,1,Yes,"No, not a smartphone", , , ,No,No,No,No, ,No,No,AGREE,AGREE,DISAGREE,DISAGREE,DISAGREE,AGREE,85,Married,1,"Four year college or university degree/BachelorÍs degree (e.g., BS, BA, AB)",Democrat,"Liberal, OR",(VOL.) Refused,17602
100623,1,61915,4,Male,1,1,1,2,3,1,Yes,"Yes, smartphone", , , ,No,No,No,No,No,No,No,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,72,Married,2,"Some college, no degree (includes some community college)",Democrat,Conservative,(VOL.) Don't know,85254
100624,1,62315,42,Male,1,2,1,2,2,1,No, , , , , , , ,No, ,No,No,DISAGREE,DISAGREE,AGREE,AGREE,DISAGREE,AGREE,81,Married,2,High school graduate (Grade 12 with diploma or GED certificate),Republican,Conservative,"20 to under $30,000",17552
100625,1,61915,36,Female,4,4,1,1,2,1,Yes,"Yes, smartphone", , , ,No,Yes,Yes,No,No,No,No,DISAGREE,DISAGREE,DISAGREE,DISAGREE,DISAGREE,DISAGREE,22,Never been married,5,Two year associate degree from a college or university,Democrat,Very liberal?,"10 to under $20,000",10456
100628,1,61215,16,Male,3,2,2,2, , ,Yes,"No, not a smartphone", , , ,No,No,No, , ,No,No,8,DISAGREE,AGREE,DON'T KNOW,DON'T KNOW,DON'T KNOW,86,Widowed,1,High school graduate (Grade 12 with diploma or GED certificate),Republican,Very conservative,"100 to under $150,000",83501
100629,1,61215,1,Male,1,2,1,1,1,1,Yes,"Yes, smartphone", , , ,Yes,No,No,No,No,Yes,Yes,AGREE,DISAGREE,DISAGREE,DISAGREE,DISAGREE,AGREE,53,Married,2,"Postgraduate or professional degree, including masterÍs, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",Democrat,"Liberal, OR","$150,000 or more",36104
100630,1,62215,18,Female,1,1,1,1,1,1,Yes,"Yes, smartphone", , , ,No,No,Yes,No,No,No,No,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,DISAGREE,18,Never been married,4,High school graduate (Grade 12 with diploma or GED certificate),Democrat,"Liberal, OR","100 to under $150,000",47620
100633,1,62115,6,Male,1,2,1,1,5,1,Yes,"Yes, smartphone",Yes,Yes,Yes, , , ,No,No,Yes,Yes,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,25,Never been married,2,"Some college, no degree (includes some community college)",Independent,Very conservative,(VOL.) Don't know,90002
100635,1,61915,53,Male,2,4,1,1,3,1,Yes,"Yes, smartphone",No,Yes,Yes, , , ,No,No,No,No,AGREE,AGREE,DON'T KNOW,DON'T KNOW,DISAGREE,DISAGREE,79,Widowed,1,"Some college, no degree (includes some community college)",Republican,Conservative,"20 to under $30,000",98362
100646,1,61215,6,Female,4,3,2,2, , ,Yes,Not sure/Don't know, , , ,No,No,No, , ,No,No,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,DISAGREE,66,Never been married,1,"Some postgraduate or professional schooling, no postgraduate degree",Democrat,(VOL.) Don't know,"Less than $10,000",94521
100654,1,61215,53,Female,1,2,1,1,1,1,Yes,"Yes, smartphone",Yes,Yes,Yes, , , ,No,No,No,No,9,REFUSED,REFUSED,REFUSED,REFUSED,REFUSED,57,Married,2,"Postgraduate or professional degree, including masterÍs, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",(VOL.) Refused,(VOL.) Refused,(VOL.) Refused,98362
100665,1,61915,12,Female,1,1,2,2, , ,No, , , , , , , , , ,No,No,DISAGREE,DISAGREE,DISAGREE,DISAGREE,DISAGREE,DON'T KNOW,74,Widowed,2,"Some college, no degree (includes some community college)",Democrat,(VOL.) Don't know,(VOL.) Don't know,32216
100670,1,62115,36,Female,2,2,1,1,4,1,No, , , , , , , ,No, ,No,No,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,80,Divorced,2,Two year associate degree from a college or university,Democrat,Very liberal?,"10 to under $20,000",10463
100671,1,61915,25,Female,2,2,1,1,1,1,Yes,"Yes, smartphone", , , ,No,No,No,No,No,Yes,Yes,DISAGREE,DISAGREE,DON'T KNOW,DISAGREE,DISAGREE,AGREE,61,Divorced,1,"Postgraduate or professional degree, including masterÍs, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",Independent,"Liberal, OR","50 to under $75,000",2138
100672,1,61915,12,Female,1,2,1,2,5,1,Yes,"No, not a smartphone", , , ,No,No,No,No, ,No,No,DISAGREE,DISAGREE,DISAGREE,DISAGREE,DISAGREE,AGREE,71,Living with a partner,2,"Some college, no degree (includes some community college)",Republican,Conservative,"40 to under $50,000",33770
100674,1,61915,33,Male,2,3,1,1,3,1,Yes,"Yes, smartphone", , , ,No,No,No,No,No,No,No,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,DISAGREE,64,Married,2,"Some college, no degree (includes some community college)",Independent,Moderate,"75 to under $100,000",3896
100675,1,61915,42,Female,1,8,1,2,3,1,Yes,Not sure/Don't know, , , ,No,No,No,No, ,No,Yes,AGREE,AGREE,DISAGREE,DISAGREE,DISAGREE,DISAGREE,80,Married,4,High school graduate (Grade 12 with diploma or GED certificate),Republican,Conservative,(VOL.) Don't know,19310
100681,1,61915,26,Male,2,2,1,1,4,1,Yes,"No, not a smartphone", , , ,No,No,No,Yes, ,Yes,Yes,AGREE,DISAGREE,DISAGREE,DISAGREE,AGREE,AGREE,57,Divorced,1,Two year associate degree from a college or university,Independent,Moderate,"20 to under $30,000",49201
100682,1,61915,39,Female,3,3,2,1,3,2,Yes,Not sure/Don't know, , , ,Yes,No,Yes,No, ,No,No,DISAGREE,DISAGREE,DISAGREE,DISAGREE,DISAGREE,AGREE,65,Married,2,High school incomplete (Grades 9-11 or Grade 12 with NO diploma),Democrat,Very conservative,"20 to under $30,000",44112
100690,1,61915,42,Female,3,4,1,1,2,1,Yes,"Yes, smartphone",Yes,Yes,Yes, , , ,No,No,Yes,Yes,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,DISAGREE,44,Never been married,2,"Four year college or university degree/BachelorÍs degree (e.g., BS, BA, AB)",Independent,Moderate,"40 to under $50,000",15921
100696,1,62215,18,Female,2,3,1,1,5,2,Yes,"Yes, smartphone", , , ,No,No,No,No,No,No,No,DISAGREE,DISAGREE,DISAGREE,DISAGREE,DISAGREE,DISAGREE,44,Living with a partner,2,High school graduate (Grade 12 with diploma or GED certificate),(VOL.) Refused,(VOL.) Don't know,"50 to under $75,000",47834
100700,1,61915,36,Male,1,2,2,2, , ,Yes,"No, not a smartphone",No,No,No, , , , , ,No,No,DISAGREE,DISAGREE,AGREE,DISAGREE,DISAGREE,AGREE,79,Married,3,High school graduate (Grade 12 with diploma or GED certificate),Democrat,Conservative,(VOL.) Refused,10709
100705,1,61915,12,Male,1,3,1,2,3,1,Yes,"No, not a smartphone", , , ,No,No,No,No, ,Yes,Yes,DISAGREE,DISAGREE,DISAGREE,DISAGREE,DISAGREE,AGREE,66,Never been married,1,"Four year college or university degree/BachelorÍs degree (e.g., BS, BA, AB)",Republican,Very conservative,"30 to under $40,000",32207
100710,1,61915,36,Female,1,2,1,1,3,1,Yes,"Yes, smartphone", , , ,No,No,No,No,No,No,No,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,DISAGREE,64,Never been married,1,"Some college, no degree (includes some community college)",Republican,Conservative,"10 to under $20,000",14226
100723,1,62515,12,Male,4,4,1,1,4,1,Yes,"Yes, smartphone", , , ,Yes,Yes,Yes,No,No,No,Yes,DISAGREE,DISAGREE,DISAGREE,DISAGREE,DISAGREE,AGREE,74,Widowed,1,Two year associate degree from a college or university,Republican,Very liberal?,"40 to under $50,000",33056
100724,1,61915,47,Female,1,1,1,1,2,1,Yes,"Yes, smartphone", , , ,No,No,Yes,Yes,No,Yes,No,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,DISAGREE,60,Married,2,"Some postgraduate or professional schooling, no postgraduate degree",Independent,Moderate,(VOL.) Refused,37849
100728,1,61915,39,Female,1,2,2,1,2,1,Yes,Not sure/Don't know,No,Yes,Yes, , , ,No, ,No,Yes,DISAGREE,DISAGREE,AGREE,DISAGREE,DISAGREE,AGREE,32,Never been married,1,"Some college, no degree (includes some community college)",Republican,Moderate,(VOL.) Don't know,44203
100734,1,61915,31,Male,2,2,1,2,4,1,No, , , , , , , ,No, ,No,No,DISAGREE,DISAGREE,AGREE,AGREE,DISAGREE,AGREE,86,Married,2,"Some college, no degree (includes some community college)",(VOL.) Don't know,Conservative,"10 to under $20,000",68104
100754,1,62115,42,Male,1,2,2,1,5,2,Yes,"No, not a smartphone",No,No,No, , , ,No, ,No,No,AGREE,DON'T KNOW,AGREE,DISAGREE,AGREE,AGREE,77,Married,2,High school graduate (Grade 12 with diploma or GED certificate),Democrat,Moderate,"30 to under $40,000",17225
